Evaporator Temperature,Compressor Flow,Cold Water,Tower Water,COP
1.7144,531.376,12.9659,64.7857,4.14496
-0.394908,593.183,13.3315,67.6524,3.84829
-4.54707,533.568,10.1627,53.2325,3.34804
-0.234797,541.218,12.2403,62.0411,3.8697
-4.27447,551.589,10.6223,55.5217,3.37794
-3.67841,546.028,10.7708,56.0375,3.44465
-3.87357,555.233,10.8667,56.6222,3.4226
-0.838647,548.25,12.1085,61.6498,3.78986
1.23429,597.997,14.3224,71.8141,4.07454
1.3895,540.761,13.0298,65.259,4.09711
1.65237,542.753,13.2118,66.0438,4.13576
-4.82952,553.227,10.4173,54.6872,3.31746
-2.64511,504.467,10.3715,53.5323,3.56481
-3.54913,551.049,10.9265,56.7904,3.45936
-1.71008,556.943,11.8841,60.9053,3.67881
1.9534,575.026,14.1613,70.636,4.18069
-1.0836,534.537,11.6921,59.6394,3.75816
-4.28383,563.546,10.8485,56.708,3.37691
-0.908653,587.593,12.9416,65.9263,3.78076
-2.98015,574.922,11.6628,60.3523,3.5252
-1.07154,520.33,11.3868,58.0767,3.75971
-0.543026,530.789,11.86,60.2516,3.82864
-1.5156,574.919,12.3626,63.2644,3.70318
-4.65093,552.765,10.4842,54.9612,3.33675
-1.31993,568.193,12.3129,62.9171,3.72794
1.68429,527.675,12.8606,64.2736,4.14049
-1.53014,596.35,12.816,65.592,3.70135
-3.11849,538.05,10.8546,56.2296,3.50903
-3.34396,592.862,11.8528,61.5073,3.4829
-0.759859,521.87,11.5617,58.831,3.80014
0.0340109,505.663,11.5573,58.4626,3.90603
-4.22477,592.432,11.4318,59.7294,3.38343
-4.23532,533.113,10.2828,53.7304,3.38227
-1.15434,548.108,11.9556,61.0154,3.74908
-2.3694,551.454,11.4628,59.0407,3.59789
0.309198,549.5,12.6951,64.0879,3.94375
-1.21388,579.073,12.6013,64.3398,3.74146
-0.255167,552.098,12.4764,63.2473,3.86697
-2.06272,503.861,10.602,54.48,3.63521
1.15851,554.628,13.2447,66.4469,4.06359
-3.35718,510.668,10.2041,52.9572,3.48137
-1.00429,542.864,11.9115,60.7221,3.76838
-4.81322,542.795,10.2276,53.6846,3.31922
-0.235817,546.848,12.3671,62.6844,3.86956
-1.23285,541.884,11.7832,60.1713,3.73903
-0.738067,508.119,11.2667,57.3208,3.80299
-1.83842,550.2,11.6806,59.9206,3.66285
-2.32712,569.46,11.857,61.0515,3.603
0.750111,508.487,11.9514,60.1382,4.0053
-0.549485,513.112,11.4621,58.233,3.82779
0.502843,545.156,12.6903,63.9725,3.97061
1.98705,511.846,12.6217,62.9415,4.18576
-0.252117,529.679,11.9712,60.6849,3.86738
1.87723,544.991,13.3821,66.7865,4.16926
-2.77584,567.43,11.6052,59.9603,3.54928
-4.38556,535.672,10.2696,53.7247,3.36571
0.713055,586.798,13.7721,69.3187,4.00007
-2.95663,520.198,10.5626,54.6492,3.52796
-3.05113,557.022,11.2676,58.3393,3.51689
-4.10723,537.268,10.4166,54.3754,3.39647
-2.16441,568.975,11.9238,61.3197,3.62277
0.17019,530.518,12.1901,61.6019,3.92463
-3.96296,532.799,10.3902,54.1768,3.41257
-2.66505,503.031,10.3337,53.3456,3.56244
-0.275959,529.613,11.9585,60.6314,3.86418
-3.58911,519.782,10.29,53.4987,3.4548
-3.26474,556.814,11.1675,57.9159,3.49205
0.0649574,540.554,12.3697,62.558,3.91025
-1.03993,501.04,10.9783,55.9801,3.76378
-0.0716514,516.665,11.76,59.5344,3.89169
-3.5958,561.427,11.1114,57.7725,3.45404
1.07876,521.591,12.4172,62.3318,4.05211
-0.129008,510.622,11.5963,58.731,3.88394
-4.02617,542.689,10.5561,55.0691,3.4055
-4.90517,590.552,11.086,58.2326,3.30934
1.84835,514.372,12.6162,62.9771,4.16493
1.98746,505.455,12.4643,62.1564,4.18582
0.536792,590.764,13.7703,69.3991,3.97535
-4.89741,510.269,9.58194,50.3289,3.31017
-0.467014,559.282,12.534,63.6398,3.83871
-0.0927887,591.667,13.4559,68.131,3.88883
-1.761,502.987,10.7112,54.9151,3.67247
-0.569615,558.16,12.4585,63.3049,3.82513
-1.3402,561.532,12.1588,62.1393,3.72536
0.0249456,530.946,12.1308,61.368,3.9048
-4.05133,563.158,10.9432,57.0994,3.4027
-2.71768,590.456,12.1042,62.5106,3.55618
-2.56869,524.402,10.8142,55.785,3.57394
-0.309002,588.295,13.2663,67.2787,3.85976
-2.99526,530.414,10.7534,55.6529,3.52343
0.232899,588.17,13.548,68.4322,3.93324
-3.57662,536.613,10.6285,55.2534,3.45622
-2.47641,553.556,11.4575,59.0617,3.585
-4.40513,537.842,10.3031,53.908,3.36356
0.60989,545.331,12.7476,64.2103,3.98557
-2.66647,547.352,11.2436,58.0431,3.56227
1.86591,585.155,14.3621,71.6831,4.16756
0.534947,580.266,13.5246,68.1619,3.97509
0.240865,578.229,13.3232,67.2926,3.93433
-0.22381,540.22,12.223,61.9483,3.87117
0.0494573,509.278,11.6469,58.9094,3.90814
0.995948,528.366,12.5381,62.9766,4.04024
-2.08184,524.643,11.0309,56.6923,3.63286
1.30959,552.582,13.2735,66.5179,4.08547
-1.94254,526.747,11.1366,57.175,3.64998
0.000122617,528.283,12.0582,61.0121,3.90142
1.30623,566.228,13.5995,68.1534,4.08498
0.420662,519.569,12.056,60.8115,3.95918
-3.03201,581.107,11.7638,60.8994,3.51913
-4.18287,573.895,11.0928,57.9396,3.38807
-0.722035,517.64,11.485,58.4246,3.80509
-2.33081,517.306,10.7695,55.4535,3.60256
-1.10005,555.334,12.1392,61.9272,3.75604
-2.46642,581.212,12.0347,62.0325,3.5862
-0.144264,503.369,11.4248,57.8686,3.88188
1.03223,524.013,12.4523,62.5293,4.04543
-3.69099,543.982,10.725,55.8047,3.44322
-3.77832,577.509,11.3461,59.0764,3.43333
-0.929938,504.189,11.0954,56.5302,3.778
-4.48017,518.166,9.89606,51.8089,3.35535
-3.88697,541.395,10.5902,55.187,3.42109
-1.16294,502.585,10.9589,55.9324,3.74797
-1.18678,517.659,11.2769,57.5661,3.74492
0.569443,593.332,13.8477,69.7729,3.97991
-1.18818,538.681,11.7342,59.9011,3.74474
1.23468,521.952,12.5013,62.6826,4.0746
-2.03346,573.619,12.0839,62.081,3.6388
1.47319,553.916,13.3902,67.023,4.10936
-1.4729,566.961,12.2121,62.474,3.70856
-1.02235,554.908,12.1671,62.0335,3.76605
-1.77209,512.961,10.9188,55.9841,3.67109
-2.76307,540.974,11.0698,57.1882,3.55079
1.78757,539.354,13.1979,65.9098,4.15585
1.00289,504.844,11.9831,60.1863,4.04123
-1.91799,528.631,11.1873,57.4247,3.65301
0.179587,584.283,13.4305,67.8651,3.92592
1.12379,569.229,13.575,68.1215,4.05858
-0.606349,564.616,12.5845,63.9622,3.82029
0.113544,571.513,13.103,66.2429,3.91688
-3.68874,590.279,11.6389,60.5585,3.44347
-4.30079,530.839,10.2119,53.3873,3.37504
-2.88458,517.661,10.5414,54.5094,3.53644
-3.51662,526.482,10.453,54.3159,3.46307
-4.44752,553.542,10.5857,55.405,3.35892
1.56441,540.613,13.1149,65.6015,4.12277
-1.20815,596.309,12.9793,66.2671,3.74219
-2.44603,501.488,10.3924,53.5587,3.58865
-1.76843,520.399,11.0787,56.8026,3.67154
-1.47219,531.479,11.4481,58.5655,3.70865
1.85081,598.105,14.6713,73.2346,4.1653
-0.802142,514.68,11.3834,57.9424,3.79462
-2.85251,527.937,10.7645,55.6491,3.54022
-4.47621,549.958,10.5049,54.9947,3.35578
1.04956,503.509,11.9731,60.1156,4.04792
0.213954,584.901,13.4628,68.011,3.93063
-3.76931,575.378,11.3083,58.8756,3.43435
-3.4506,510.4,10.1606,52.7696,3.47063
0.249181,586.865,13.5266,68.3156,3.93548
0.41053,514.026,11.9226,60.1434,3.95777
0.606432,556.491,13.0067,65.5172,3.98509
-0.118828,572.894,13.0157,65.9147,3.88531
-4.49457,591.553,11.291,59.1187,3.35377
-4.74752,591.92,11.183,58.669,3.3263
-0.566198,596.259,13.3107,67.6333,3.82558
-2.84052,571.243,11.653,60.2372,3.54163
-4.65985,509.889,9.66745,50.6833,3.33579
-1.92092,562.248,11.8974,61.0708,3.65265
1.37878,591.223,14.2398,71.3248,4.09555
-3.07035,580.363,11.7308,60.7461,3.51464
0.313119,528.427,12.2101,61.6378,3.94429
1.39048,548.725,13.2223,66.2222,4.09726
-4.49892,584.134,11.1475,58.369,3.3533
-0.212237,554.686,12.556,63.6305,3.87273
-0.870714,504.898,11.1369,56.7168,3.78569
-2.16741,583.981,12.2369,62.9309,3.62241
-2.6564,564.722,11.605,59.9045,3.56347
-3.26108,504.053,10.1108,52.4343,3.49247
-3.55308,544.018,10.7853,56.0587,3.45891
-0.607758,580.373,12.9349,65.7442,3.8201
0.0478534,500.101,11.4363,57.845,3.90792
-2.17463,540.235,11.317,58.2033,3.62153
-0.269897,571.817,12.9145,65.4755,3.86499
