Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-4.65107,550.032,30,32.2324,156.713,4.77575
-2.71136,591.733,30,37.0388,177.783,5.13533
-0.526212,592.5,30,39.9048,188.84,5.59596
-1.59481,541.583,30,35.197,167.716,5.36264
-4.05935,554.881,30,33.18,160.686,4.88104
-2.27299,531.417,30,33.7586,161.574,5.22267
1.25868,544.13,30,38.8764,181.891,6.02489
-0.242952,530.525,30,36.0689,170.378,5.66061
-4.27977,585.493,30,34.7484,168.528,4.84138
0.273985,550.165,30,38.0508,179.146,5.78181
-4.8725,512.156,30,29.7861,145.035,4.73728
-0.190878,516.471,30,35.1742,166.096,5.67263
1.60203,588.157,30,42.4988,198.409,6.11366
-2.03627,518.804,30,33.2208,158.754,5.27085
-3.09445,578.692,30,35.7565,172.061,5.06093
-3.47524,555.607,30,33.8899,163.489,4.98868
-3.14314,533.271,30,32.8958,158.346,5.0516
-3.55488,562.035,30,34.1895,165.021,4.97378
0.870724,552.4,30,38.9661,182.76,5.92714
-4.48111,586.037,30,34.5424,167.754,4.80561
0.952926,507.483,30,35.8948,168.267,5.94763
-0.832928,563.169,30,37.5439,178.019,5.52732
0.385804,514.52,30,35.7174,168.04,5.80859
-4.41681,535.082,30,31.6084,153.439,4.81699
-4.49866,587.955,30,34.6347,168.222,4.80252
-4.1302,592.067,30,35.3183,171.121,4.86823
-2.74123,568.211,30,35.5307,170.577,5.12947
1.26888,536.286,30,38.3288,179.318,6.0275
1.52465,539.38,30,38.8754,181.581,6.09347
-4.07694,512.896,30,30.6511,148.456,4.87785
-0.379137,583.417,30,39.4858,186.681,5.62938
-1.37512,534.415,30,34.9876,166.48,5.40929
-1.8126,573.697,30,37.0128,176.618,5.31703
-3.91007,566.996,30,34.0773,164.867,4.90819
-3.9509,590.611,30,35.4473,171.542,4.90074
-2.80561,564.021,30,35.192,169.023,5.11686
-0.499973,534.629,30,36.0387,170.516,5.6019
1.37024,553.898,30,39.7198,185.706,6.0535
-0.923601,559.821,30,37.208,176.529,5.50729
-4.26117,508.874,30,30.2203,146.549,4.84471
-2.672,517.317,30,32.4239,155.592,5.14308
-0.294754,571.363,30,38.7785,183.238,5.6487
0.00413629,570.201,30,39.0855,184.335,5.71802
-3.33315,504.122,30,30.8981,148.916,5.01544
-4.66184,535.215,30,31.3525,152.447,4.77386
