Evaporator Temperature,Compressor Flow,Cold Water,Tower Water,COP
0.60989,545.331,31.5538,159.363,3.93326
-2.66647,547.352,28.2619,146.144,3.53505
1.86591,585.155,35.3469,176.946,4.10445
0.534947,580.266,33.4887,169.225,3.9234
0.240865,578.229,33.0349,167.281,3.88506
-0.22381,540.22,30.3722,154.308,3.82565
0.0494573,509.278,28.9042,146.563,3.86042
0.995948,528.366,30.9803,156.039,3.98468
-2.08184,524.643,27.6504,142.374,3.60147
1.30959,552.582,32.7504,164.59,4.02722
-1.94254,526.747,27.8968,143.497,3.61757
0.000122617,528.283,29.9317,151.827,3.8541
1.30623,566.228,33.5553,168.64,4.02677
0.420662,519.569,29.868,151.052,3.90843
-3.03201,581.107,29.6215,153.585,3.49446
-4.18287,573.895,28.0875,146.873,3.37116
-0.722035,517.64,28.6048,145.848,3.76349
-2.33081,517.306,27.027,139.416,3.57295
-1.10005,555.334,30.2876,154.849,3.71735
-2.46642,581.212,30.2218,156.05,3.55757
-0.144264,503.369,28.3783,144.096,3.83572
1.03223,524.013,30.7633,154.907,3.98957
-3.69099,543.982,27.0916,141.151,3.42305
-3.77832,577.509,28.6726,149.484,3.41375
-0.929938,504.189,27.6612,141.248,3.738
-4.48017,518.166,25.0936,131.508,3.34037
-3.88697,541.395,26.7764,139.71,3.40223
-1.16294,502.585,27.3508,139.897,3.70975
-1.18678,517.659,28.1478,143.999,3.70688
0.569443,593.332,34.2835,173.199,3.92793
-1.18818,538.681,29.2894,149.84,3.70671
1.23468,521.952,30.8558,155.151,4.017
-2.03346,573.619,30.2828,155.873,3.60705
1.47319,553.916,33.0138,165.723,4.0497
-1.4729,566.961,30.523,156.472,3.67268
-1.02235,554.908,30.3462,155.061,3.72676
-1.77209,512.961,27.329,140.403,3.63743
-2.76307,540.974,27.8379,144.053,3.52426
1.78757,539.354,32.4932,162.75,4.09343
1.00289,504.844,29.6082,149.121,3.98561
-1.91799,528.631,28.0207,144.108,3.62042
0.179587,584.283,33.3103,168.749,3.87714
1.12379,569.229,33.5229,168.694,4.00194
-0.606349,564.616,31.3261,159.591,3.77778
0.113544,571.513,32.5081,164.763,3.86864
-3.68874,590.279,29.3996,153.173,3.42329
-4.30079,530.839,25.8718,135.405,3.35889
-2.88458,517.661,26.5246,137.379,3.51075
-3.51662,526.482,26.3822,137.278,3.44173
-4.44752,553.542,26.8379,140.615,3.34373
1.56441,540.613,32.3216,162.144,4.06231
-1.20815,596.309,32.4003,165.779,3.70431
-2.44603,501.488,26.0949,134.721,3.55988
-1.76843,520.399,27.7288,142.453,3.63785
-1.47219,531.479,28.6134,146.683,3.67276
1.85081,598.105,36.1105,180.788,4.10232
-0.802142,514.68,28.3624,144.695,3.75364
-2.85251,527.937,27.0817,140.232,3.51431
-4.47621,549.958,26.637,139.592,3.34077
1.04956,503.509,29.5772,148.916,3.9919
0.213954,584.901,33.3851,169.086,3.88158
-3.76931,575.378,28.5759,148.97,3.4147
-3.4506,510.4,25.636,133.33,3.44884
0.249181,586.865,33.5379,169.818,3.88614
0.41053,514.026,29.5391,149.399,3.90711
0.606432,556.491,32.1957,162.609,3.9328
-0.118828,572.894,32.3263,164.113,3.83895
-4.49457,591.553,28.6329,150.072,3.33888
-4.74752,591.92,28.3938,149.1,3.31303
-0.566198,596.259,33.1278,168.721,3.78276
-2.84052,571.243,29.3156,151.786,3.51564
-4.65985,509.889,24.5354,128.755,3.32196
-1.92092,562.248,29.7995,153.26,3.62008
1.37878,591.223,35.1237,176.432,4.03671
-3.07035,580.363,29.5436,153.224,3.49025
0.313119,528.427,30.2649,153.176,3.89442
1.39048,548.725,32.612,163.802,4.03831
-4.49892,584.134,28.2694,148.172,3.33844
-0.212237,554.686,31.198,158.49,3.82711
-0.870714,504.898,27.7571,141.677,3.74523
-2.16741,583.981,30.6856,158.101,3.59163
-2.6564,564.722,29.1691,150.824,3.53618
-3.26108,504.053,25.4872,132.371,3.46939
-3.55308,544.018,27.2258,141.706,3.43781
-0.607758,580.373,32.1988,164.038,3.77761
0.0478534,500.101,28.3818,143.916,3.86021
