Evaporator Temperature,Compressor Flow,Cold Water,Tower Water,COP
0.313119,528.427,33.7387,169.47,4.04365
1.39048,548.725,36.3043,181.027,4.19117
-4.49892,584.134,31.7137,164.734,3.47359
-0.212237,554.686,34.8027,175.444,3.97463
-0.870714,504.898,30.991,156.937,3.89069
-2.16741,583.981,34.3189,175.36,3.73319
-2.6564,564.722,32.6438,167.372,3.67634
-3.26108,504.053,28.5459,146.984,3.60785
-3.55308,544.018,30.5049,157.395,3.57548
-0.607758,580.373,35.9378,181.658,3.92388
0.0478534,500.101,31.6504,159.268,4.00857
-2.17463,540.235,31.7404,162.192,3.73235
-0.269897,571.817,35.8088,180.587,3.96717
0.62508,563.673,36.3629,182.263,4.08552
-4.29315,582.484,31.8476,165.188,3.49537
-3.70853,582.567,32.494,167.843,3.55842
-2.46063,566.247,32.9491,168.706,3.69894
-4.34096,590.398,32.2276,167.215,3.49029
1.94638,520.136,35.0473,174.105,4.27062
0.333699,505.119,32.2726,162.082,4.04639
1.65047,536.534,35.8026,178.212,4.22804
-1.2579,561.999,34.052,172.9,3.8426
-2.66,531.077,30.6951,157.384,3.67593
-3.29057,526.769,29.8024,153.486,3.60457
0.88471,534.871,34.8023,174.133,4.12088
-2.55593,563.297,32.6721,167.399,3.68791
-3.92174,505.032,27.9654,144.669,3.53523
0.169738,526.595,33.4622,168.246,4.02463
-4.44784,534.282,29.0579,150.884,3.47897
-2.64521,505.818,29.2499,149.959,3.67763
-2.55381,530.262,30.7583,157.591,3.68816
-1.40636,548.095,33.0447,167.958,3.82441
-4.2317,544.718,29.8454,154.735,3.50192
-1.40849,521.398,31.4328,159.768,3.82415
-0.253521,554.473,34.7416,175.185,3.96929
0.917365,521.535,33.9712,169.937,4.12537
-2.44287,525.666,30.6061,156.69,3.701
-0.766042,576.631,35.518,179.732,3.90385
0.0978324,591.056,37.4689,188.483,4.01514
-1.12462,530.368,32.2791,163.747,3.85905
-1.92533,562.647,33.3358,170.049,3.76184
-2.25995,540.664,31.6743,161.951,3.72233
1.88534,546.953,36.7805,182.79,4.26178
-1.10493,584.116,35.5738,180.436,3.86149
1.2605,561.194,36.9706,184.511,4.17293
-0.832203,521.818,32.0708,162.362,3.89552
-2.16038,548.021,32.2132,164.592,3.73402
-1.21725,573.711,34.809,176.694,3.84761
-3.34524,533.693,30.1382,155.275,3.59848
-3.257,551.744,31.251,160.908,3.60831
-1.32645,529.938,32.0357,162.739,3.83418
-3.67967,592.14,33.0605,170.734,3.56158
-2.73024,588.25,33.9189,174,3.66787
-0.739148,538.506,33.1994,167.968,3.90724
1.20856,511.256,33.6231,167.864,4.16567
-0.128232,526.529,33.1285,166.908,3.98554
-2.38264,556.609,32.4737,166.181,3.70801
1.3338,557.952,36.8459,183.798,4.1832
-2.67828,577.177,33.339,170.962,3.67383
-0.733728,567.275,34.9794,176.967,3.90792
0.49115,511.917,32.878,164.946,4.06746
1.77597,573.756,38.4446,191.201,4.24601
-1.02224,530.278,32.3844,164.165,3.87176
-1.89181,503.378,29.8579,152.272,3.76584
1.86838,578.277,38.8652,193.173,4.25933
-0.114824,550.796,34.6708,174.662,3.98729
-3.44559,560.076,31.5203,162.511,3.58734
-1.9723,524.158,31.0064,158.218,3.75626
1.33019,563.836,37.23,185.718,4.18269
1.57703,565.576,37.6495,187.498,4.21757
1.95305,542.786,36.5814,181.718,4.27159
0.449116,542.749,34.8097,174.687,4.06182
-0.0683368,573.69,36.1677,182.145,3.99335
-1.71947,535.415,31.9427,162.71,3.78647
-1.61285,595.106,35.6312,181.364,3.79932
-4.77671,551.382,29.6518,154.33,3.4445
1.68471,544.109,36.3489,180.89,4.23293
-3.1188,549.406,31.2649,160.823,3.62379
-3.81344,575.367,31.978,165.3,3.54698
-3.07984,540.52,30.7999,158.388,3.62818
-3.87069,574.546,31.8701,164.809,3.54076
