Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-1.67397,508.202,30,12.8556,61.0486,5.48263
-1.67503,582.06,30,14.7234,69.9185,5.4824
-2.63238,550.272,30,13.4017,64.0369,5.28063
1.38004,522.622,30,14.8927,69.3689,6.21748
-1.56561,546.276,30,13.8779,65.8574,5.50625
-2.80064,570.411,30,13.7996,66.0102,5.2464
-1.73797,545.131,30,13.755,65.3464,5.46875
-0.194382,510.292,30,13.6798,64.3525,5.81991
-0.0154507,554.862,30,14.9788,70.3833,5.86297
-3.37158,552.04,30,13.0547,62.6799,5.13284
-0.849547,515.479,30,13.4693,63.6264,5.66653
-2.81089,543.778,30,13.1499,62.9066,5.24432
-2.34858,542.086,30,13.3519,63.6814,5.33918
-1.33101,586.694,30,15.043,71.2791,5.55794
-3.16545,592.891,30,14.1366,67.783,5.17338
-4.6209,520.277,30,11.7019,56.6488,4.89757
0.184126,574.721,30,15.6359,73.3785,5.91162
0.950709,588.01,30,16.4804,76.9702,6.10475
-4.69832,520.966,30,11.6808,56.576,4.88355
-1.83456,541.955,30,13.6229,64.7588,5.44792
-4.49601,555.549,30,12.5583,60.7443,4.92031
-3.78299,536.451,30,12.479,60.0775,5.05342
-2.92976,567.909,30,13.6687,65.4389,5.22037
-4.98984,527.591,30,11.6909,56.7346,4.83134
-4.80815,564.828,30,12.6083,61.1126,4.86378
0.597878,553.838,30,15.3119,71.6712,6.0146
0.593633,587.558,30,16.2415,76.0244,6.01353
-2.3877,529.704,30,13.0267,62.1462,5.33105
-0.511411,503.53,30,13.3324,62.8444,5.74486
-2.71977,584.455,30,14.1849,67.8177,5.26281
-0.659608,598.3,30,15.7502,74.3107,5.71031
-2.84768,590.291,30,14.2539,68.204,5.23689
-3.5957,582.265,30,13.6466,65.6183,5.08933
-1.62793,554.527,30,14.053,66.7147,5.49264
-2.96177,516.599,30,12.4179,59.4631,5.21395
-2.89266,548.448,30,13.2198,63.2745,5.22783
1.93373,553.006,30,16.098,74.7257,6.36799
-1.30663,585.676,30,15.0313,71.2126,5.56336
-1.82129,580.318,30,14.5948,69.3732,5.45078
-0.622613,599.095,30,15.7939,74.4997,5.71891
0.351428,595.084,30,16.2955,76.3937,5.95291
