Evaporator Temperature,Compressor Flow,Condensing Temperature,Cold Water,Tower Water,COP
-0.710002,502.375,30,12.6384,59.9731,5.49794
-3.62043,594.319,30,13.3454,64.5988,4.89055
-3.13015,537.448,30,12.3037,59.3542,4.9853
-3.50577,553.388,30,12.4826,60.3744,4.91246
-0.0484054,590.841,30,15.248,72.0374,5.65263
-2.63792,540.557,30,12.6162,60.6559,5.08333
0.224465,512.222,30,13.3584,62.996,5.71846
-0.819784,530.204,30,13.282,63.0736,5.47293
1.77753,557.368,30,15.4242,71.9989,6.11761
-0.998746,569.437,30,14.1663,67.3543,5.43253
0.15395,528.736,30,13.7518,64.8815,5.70133
-0.967443,575.423,30,14.3326,68.1305,5.43956
1.49877,551.684,30,15.1059,70.6414,6.04273
1.68984,597.731,30,16.4861,76.9998,6.09389
-4.67667,541.333,30,11.6577,56.8476,4.69565
-0.579886,528.578,30,13.3645,63.3638,5.52783
-2.95185,529.838,30,12.2147,58.8527,5.02047
-1.20807,512.308,30,12.6421,60.1922,5.38587
0.738513,548.925,30,14.6005,68.6196,5.84584
-2.58467,502.957,30,11.7631,56.5341,5.09412
-0.60942,531.33,30,13.4188,63.6337,5.52103
-4.62203,516.112,30,11.1387,54.2959,4.70544
0.158074,593.27,30,15.4327,72.8099,5.70233
-0.852725,598.399,30,14.9712,71.1113,5.46545
-3.1168,579.385,30,13.2707,64.0134,4.98792
-0.372656,554.203,30,14.1249,66.8762,5.57597
-0.726336,527.31,30,13.2573,62.917,5.49421
0.0693906,595.557,30,15.4394,72.8849,5.6809
-1.53729,583.129,30,14.207,67.7937,5.31375
-0.0864843,568.391,30,14.6471,69.2164,5.64355
-1.93228,531.025,30,12.7402,60.9576,5.22921
-1.46714,581.608,30,14.2086,67.7693,5.32899
-1.01126,591.319,30,14.7036,69.9146,5.42972
-1.27983,591.244,30,14.5494,69.307,5.37001
-3.8673,582.633,30,12.9561,62.8221,4.8439
-3.196,538.048,30,12.2855,59.2938,4.97241
1.35535,534.281,30,14.5497,68.1042,6.00478
-4.68676,533.36,30,11.4814,55.9917,4.69385
-4.48573,589.341,30,12.7882,62.2766,4.72999
0.297618,557.399,30,14.5775,68.7116,5.73631
0.0441851,557.332,30,14.4345,68.1523,5.67483
-0.922553,517.573,30,12.9141,61.369,5.44967
-4.61225,595.067,30,12.8477,62.6221,4.7072
0.606421,519.947,30,13.7599,64.7257,5.81268
-0.683864,599.847,30,15.1057,71.669,5.50393
-0.00297028,521.223,30,13.4748,63.6412,5.66351
1.84057,547.017,30,15.174,70.802,6.13475
1.24774,512.702,30,13.9049,65.132,5.97655
1.71914,544.158,30,15.0252,70.1633,6.1018
1.51079,582.446,30,15.9555,74.6087,6.04593
-3.60345,536.724,30,12.0602,58.3708,4.89379
-4.90825,546.566,30,11.6625,56.9635,4.65452
-4.65107,550.032,30,11.8571,57.8095,4.70024
-2.71136,591.733,30,13.7709,66.2411,5.06852
-0.526212,592.5,30,15.0118,71.1483,5.54024
-1.59481,541.583,30,13.1653,62.8475,5.3013
-4.05935,554.881,30,12.2456,59.4567,4.80808
-2.27299,531.417,30,12.5812,60.3369,5.15797
1.25868,544.13,30,14.7634,69.1483,5.97942
-0.242952,530.525,30,13.5892,64.2842,5.60644
-4.27977,585.493,30,12.8089,62.2875,4.76746
0.273985,550.165,30,14.3752,67.7689,5.73054
-4.8725,512.156,30,10.9438,53.4399,4.66084
-0.190878,516.471,30,13.2558,62.6851,5.61874
1.60203,588.157,30,16.168,75.5572,6.07029
-2.03627,518.804,30,12.3966,59.3557,5.2073
-3.09445,578.692,30,13.2664,63.9831,4.99232
-3.47524,555.607,30,12.5478,60.6766,4.91832
-3.14314,533.271,30,12.2018,58.8682,4.98276
-3.55488,562.035,30,12.6532,61.2201,4.90306
0.870724,552.4,30,14.7674,69.3437,5.87933
-4.48111,586.037,30,12.7188,61.9368,4.73083
